"[u'expressway', u'besi', u'baja', u'hobi', u'biar', u'kawal', u'kuku', u'selagi', u'tani', u'gugat']","[u'daftar', u'buntar', u'imigresen', u'pergola', u'aras', u'konsultan', u'pasifik', u'langgar', u'2014', u'setem']","[u'damansara', u'menggerimander', u'putra', u'faktor', u'britain', u'dimanafaatkan', u'kidex', u'teluk', u'rasminya', u'automatik']","[u'up', u'statut', u'bolos', u'menara', u'papar', u'maksimum', u'utara', u'ctos', u'cheap', u'kapasiti']","[u'punggah', u'teraba', u'tagih', u'lalu', u'tunggal', u'obama', u'sudi', u'buloh', u'wee', u'web']","[u'impak', u'kidex', u'unhcr', u'semenanjung', u'24th', u'jimat', u'poyan', u'jpj', u'generasi', u'become']","[u'hospital', u'ic', u'silap', u'rm3235', u'sms', u'dar', u'jkr', u'poket', u'royal', u'iraq']","[u'business', u'dividen', u'es', u'blok', u'unified', u'koroner', u'sebar', u'tahfiz', u'asasi', u'republik']","[u'buloh', u'enhance', u'menteri', u'graduan', u'epf', u'ipts', u'masing', u'ranking', u'ecer', u'medamit']","[u'manipulasi', u'pangkin', u'timbang', u'terminal', u'jemput', u'status', u'ekang', u'src', u'kebal', u'kontinjen']","[u'gambar', u'lonjak', u'kuat', u'muda', u'keramat', u'kwsp', u'langsai', u'kontijen', u'peperiksaan', u'am']","[u'kakisan', u'rm20', u'any', u'runtuh', u'terang', u'kanak', u'pakai', u'tra', u'kaum', u'complaints']","[u'lee', u'hemodialisis', u'golak', u'terbit', u'rm39592', u'lawat', u'hujan', u'proviso', u'spnb', u'ranking']","[u'sempat', u'kenyataankenyataan', u'tv', u'ronda', u'kulasegaran', u'siapa', u'staus', u'integrity', u'maruah', u'great']","[u'pokok', u'plus', u'feri', u'seminar', u'gera', u'patut', u'muncul', u'tahak', u'lahir', u'gelak']","[u'sop', u'ukur', u'membanteras', u'bela', u'ali', u'siti', u'tenusu', u'mckinsey', u'committee', u'halus']","[u'rcep', u'jheoa', u'sikap', u'jatuh', u'sea', u'konservasi', u'belanjawan', u'arab', u'tech', u'moratorium']","[u'positif', u'1948', u'rm300', u'fasiliti', u'parang', u'askar', u'kabut', u'bayan', u'2011', u'pindah']","[u'mesra', u'kamar', u'misi', u'politeknik', u'banci', u'ketidakselesaan', u'azizulhasni', u'stabil', u'sms', u'kebaji']","[u'wajib', u'kafe', u'off', u'trans', u'koperal', u'imej', u'poca', u'wakaf', u'road', u'individu']"
"[u'senario', u'tetap', u'sabah', u'libat', u'laksana', u'tangan', u'ajar', u'kaji', u'jenayah', u'wujud']","[u'senario', u'tetap', u'libat', u'sabah', u'tangan', u'laksana', u'ajar', u'sekolah', u'siasat', u'kesan']","[u'senario', u'tetap', u'libat', u'laksana', u'lulus', u'sabah', u'wujud', u'kaji', u'tangan', u'ajar']","[u'senario', u'tetap', u'libat', u'laksana', u'sabah', u'tangan', u'ajar', u'sekolah', u'kaum', u'kaji']","[u'senario', u'libat', u'laksana', u'sabah', u'tetap', u'wujud', u'jenayah', u'ajar', u'ancang', u'status']","[u'senario', u'tetap', u'libat', u'sabah', u'laksana', u'tangan', u'sekolah', u'ajar', u'status', u'sarawak']","[u'senario', u'tetap', u'sabah', u'tangan', u'laksana', u'wujud', u'kaji', u'libat', u'ajar', u'siasat']","[u'senario', u'tetap', u'sabah', u'libat', u'jenayah', u'sekira', u'tangan', u'laksana', u'ajar', u'sekolah']","[u'senario', u'laksana', u'sabah', u'libat', u'ancang', u'sekolah', u'wujud', u'tetap', u'status', u'jenayah']","[u'senario', u'tetap', u'laksana', u'sabah', u'libat', u'kaji', u'jenayah', u'tangan', u'siasat', u'ancang']","[u'senario', u'laksana', u'tetap', u'libat', u'sekolah', u'ajar', u'sabah', u'status', u'ancang', u'jenayah']","[u'senario', u'tetap', u'laksana', u'sabah', u'jenayah', u'siasat', u'tangan', u'wujud', u'libat', u'kesan']","[u'senario', u'sabah', u'laksana', u'libat', u'jenayah', u'tetap', u'wujud', u'ancang', u'sekolah', u'siasat']","[u'senario', u'tetap', u'tangan', u'sabah', u'libat', u'ajar', u'laksana', u'kaji', u'wujud', u'sekolah']","[u'senario', u'sabah', u'tetap', u'laksana', u'jenayah', u'libat', u'sekolah', u'wujud', u'tangan', u'jelas']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'libat', u'siasat', u'ajar', u'sekolah', u'sekira']","[u'senario', u'sabah', u'tetap', u'tangan', u'laksana', u'libat', u'jenayah', u'siasat', u'ajar', u'sarawak']","[u'senario', u'tetap', u'libat', u'sabah', u'tangan', u'kaji', u'kesan', u'siasat', u'laksana', u'sekira']","[u'senario', u'tetap', u'libat', u'sabah', u'tangan', u'ajar', u'laksana', u'sekolah', u'jenayah', u'kaji']","[u'senario', u'tetap', u'libat', u'tangan', u'kaji', u'laksana', u'sabah', u'wujud', u'sekolah', u'ajar']"
"[u'senario', u'tetap', u'sarawak', u'sabah', u'libat', u'sekolah', u'tangan', u'ajar', u'laksana', u'bangsa']","[u'senario', u'sarawak', u'tetap', u'libat', u'laksana', u'sabah', u'sekolah', u'tangan', u'ajar', u'bangsa']","[u'senario', u'tetap', u'sarawak', u'libat', u'laksana', u'status', u'sekolah', u'tangan', u'sabah', u'kaji']","[u'senario', u'sarawak', u'tetap', u'sekolah', u'ajar', u'laksana', u'tangan', u'sabah', u'libat', u'bangsa']","[u'senario', u'sarawak', u'libat', u'sabah', u'laksana', u'status', u'sekolah', u'ajar', u'tetap', u'rancang']","[u'senario', u'sarawak', u'sabah', u'tetap', u'libat', u'laksana', u'sekolah', u'tangan', u'status', u'ajar']","[u'senario', u'tetap', u'sarawak', u'sabah', u'tangan', u'laksana', u'akibat', u'kaji', u'sekolah', u'bangsa']","[u'senario', u'sarawak', u'tetap', u'sabah', u'sekolah', u'laksana', u'libat', u'kanak', u'status', u'ajar']","[u'senario', u'sarawak', u'sekolah', u'laksana', u'sabah', u'status', u'bangsa', u'ajar', u'libat', u'rancang']","[u'senario', u'tetap', u'sarawak', u'laksana', u'sabah', u'kaji', u'status', u'tangan', u'libat', u'siasat']","[u'senario', u'sarawak', u'laksana', u'sekolah', u'status', u'ajar', u'sabah', u'libat', u'tetap', u'tangan']","[u'senario', u'sarawak', u'laksana', u'sabah', u'tetap', u'bangsa', u'status', u'tangan', u'sekolah', u'siasat']","[u'senario', u'sabah', u'laksana', u'sarawak', u'sekolah', u'libat', u'tetap', u'status', u'rancang', u'jenayah']","[u'senario', u'sarawak', u'tetap', u'tangan', u'ajar', u'sekolah', u'sabah', u'laksana', u'kaji', u'akibat']","[u'senario', u'sarawak', u'sabah', u'laksana', u'sekolah', u'tetap', u'bangsa', u'ajar', u'status', u'libat']","[u'senario', u'tetap', u'sekolah', u'laksana', u'sabah', u'sarawak', u'tangan', u'bangsa', u'ajar', u'siasat']","[u'senario', u'sarawak', u'sabah', u'tetap', u'laksana', u'tangan', u'siasat', u'sekolah', u'status', u'libat']","[u'senario', u'tetap', u'sarawak', u'sabah', u'kaji', u'tangan', u'libat', u'laksana', u'siasat', u'kesan']","[u'senario', u'tetap', u'sarawak', u'sabah', u'tangan', u'sekolah', u'ajar', u'libat', u'laksana', u'status']","[u'senario', u'sarawak', u'tetap', u'libat', u'sekolah', u'ajar', u'laksana', u'sabah', u'tangan', u'akibat']"
"[u'senario', u'tetap', u'libat', u'tuju', u'tangan', u'sekolah', u'kesan', u'laksana', u'khas', u'ajar']","[u'senario', u'tetap', u'libat', u'tuju', u'sekolah', u'tangan', u'kesan', u'laksana', u'khas', u'senarai']","[u'senario', u'tetap', u'libat', u'tuju', u'sekolah', u'tangan', u'laksana', u'status', u'wujud', u'kesan']","[u'senario', u'tetap', u'sekolah', u'libat', u'tuju', u'tangan', u'laksana', u'kesan', u'senarai', u'ajar']","[u'senario', u'libat', u'laksana', u'sekolah', u'wujud', u'tetap', u'status', u'tuju', u'senarai', u'tangan']","[u'senario', u'libat', u'tetap', u'tuju', u'tangan', u'sekolah', u'laksana', u'kesan', u'status', u'senarai']","[u'senario', u'tetap', u'tangan', u'tuju', u'kesan', u'laksana', u'libat', u'sekolah', u'akibat', u'wujud']","[u'senario', u'tetap', u'libat', u'tuju', u'sekolah', u'tangan', u'kesan', u'laksana', u'senarai', u'status']","[u'senario', u'sekolah', u'laksana', u'libat', u'status', u'wujud', u'senarai', u'tangan', u'kesan', u'tetap']","[u'senario', u'tetap', u'tuju', u'libat', u'laksana', u'tangan', u'kesan', u'banjir', u'kaji', u'sekolah']","[u'senario', u'sekolah', u'libat', u'laksana', u'status', u'tetap', u'tuju', u'tangan', u'senarai', u'kesan']","[u'senario', u'tetap', u'tangan', u'laksana', u'kesan', u'tuju', u'sekolah', u'libat', u'wujud', u'status']","[u'senario', u'libat', u'laksana', u'sekolah', u'tetap', u'wujud', u'tuju', u'kesan', u'tangan', u'status']","[u'senario', u'tetap', u'tuju', u'tangan', u'sekolah', u'libat', u'akibat', u'kesan', u'wujud', u'laksana']","[u'senario', u'tuju', u'tetap', u'sekolah', u'kesan', u'laksana', u'libat', u'tangan', u'nilai', u'senarai']","[u'senario', u'tetap', u'sekolah', u'tangan', u'libat', u'laksana', u'tuju', u'kesan', u'status', u'milik']","[u'senario', u'tetap', u'tangan', u'sekolah', u'laksana', u'libat', u'tuju', u'kesan', u'sabah', u'status']","[u'senario', u'tetap', u'tuju', u'kesan', u'libat', u'tangan', u'jelas', u'senarai', u'sekolah', u'kaji']","[u'senario', u'tetap', u'libat', u'tangan', u'sekolah', u'tuju', u'laksana', u'ajar', u'kesan', u'status']","[u'senario', u'libat', u'tetap', u'sekolah', u'tuju', u'kesan', u'tangan', u'laksana', u'wujud', u'senarai']"
"[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'libat', u'ajar', u'bekal', u'laksana', u'kaji']","[u'senario', u'tetap', u'sekolah', u'tangan', u'libat', u'sabah', u'bekal', u'ajar', u'laksana', u'kesan']","[u'senario', u'tetap', u'sekolah', u'libat', u'tangan', u'ajar', u'kaji', u'sabah', u'laksana', u'status']","[u'senario', u'tetap', u'sekolah', u'tangan', u'libat', u'ajar', u'laksana', u'sabah', u'kaji', u'sarawak']","[u'senario', u'libat', u'tetap', u'sekolah', u'sabah', u'laksana', u'bekal', u'rancang', u'tangan', u'sarawak']","[u'senario', u'tetap', u'tangan', u'libat', u'sekolah', u'laksana', u'sabah', u'kesan', u'ajar', u'sarawak']","[u'senario', u'tetap', u'tangan', u'1mdb', u'sekolah', u'sabah', u'kesan', u'laksana', u'kaji', u'libat']","[u'senario', u'tetap', u'sekolah', u'tangan', u'bekal', u'libat', u'laksana', u'kesan', u'sabah', u'ajar']","[u'senario', u'sekolah', u'laksana', u'sabah', u'tetap', u'libat', u'tangan', u'status', u'perinci', u'ajar']","[u'senario', u'tetap', u'tangan', u'bekal', u'laksana', u'kaji', u'sekolah', u'sabah', u'libat', u'kesan']","[u'senario', u'sekolah', u'tetap', u'laksana', u'tangan', u'libat', u'status', u'ajar', u'sabah', u'jauh']","[u'senario', u'tetap', u'tangan', u'sabah', u'bekal', u'sekolah', u'laksana', u'kesan', u'libat', u'nilai']","[u'senario', u'sekolah', u'tetap', u'sabah', u'laksana', u'libat', u'bekal', u'rancang', u'tangan', u'status']","[u'senario', u'tetap', u'tangan', u'sekolah', u'ajar', u'kaji', u'libat', u'sabah', u'bekal', u'nilai']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'nilai', u'jelas', u'laksana', u'kesan', u'bekal']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'laksana', u'libat', u'ajar', u'kaji', u'siasat']","[u'senario', u'tetap', u'tangan', u'sabah', u'sekolah', u'laksana', u'bekal', u'libat', u'sarawak', u'ajar']","[u'senario', u'tetap', u'tangan', u'1mdb', u'jelas', u'kesan', u'libat', u'sekolah', u'sabah', u'kaji']","[u'senario', u'tetap', u'sekolah', u'tangan', u'libat', u'sabah', u'bekal', u'ajar', u'kaji', u'laksana']","[u'senario', u'tetap', u'sekolah', u'libat', u'tangan', u'ajar', u'kesan', u'milik', u'bekal', u'sabah']"
"[u'senario', u'tetap', u'akibat', u'tangan', u'bayar', u'sabah', u'sarawak', u'kaum', u'laksana', u'ajar']","[u'senario', u'tetap', u'tangan', u'akibat', u'sarawak', u'status', u'laksana', u'ajar', u'nilai', u'bayar']","[u'senario', u'tetap', u'status', u'tangan', u'akibat', u'sarawak', u'ajar', u'libat', u'tuju', u'laksana']","[u'senario', u'tetap', u'tangan', u'akibat', u'sarawak', u'ajar', u'status', u'laksana', u'kaum', u'bayar']","[u'senario', u'status', u'laksana', u'sarawak', u'tetap', u'sabah', u'libat', u'bayar', u'milik', u'akibat']","[u'senario', u'status', u'tangan', u'tetap', u'laksana', u'bayar', u'akibat', u'sarawak', u'libat', u'sabah']","[u'senario', u'tetap', u'akibat', u'tangan', u'bayar', u'1mdb', u'laksana', u'tuju', u'sarawak', u'sabah']","[u'senario', u'tetap', u'status', u'tangan', u'bayar', u'laksana', u'akibat', u'sarawak', u'nilai', u'kesan']","[u'senario', u'bayar', u'status', u'sarawak', u'laksana', u'kaum', u'milik', u'sabah', u'tetap', u'ajar']","[u'senario', u'tetap', u'bayar', u'akibat', u'tangan', u'status', u'laksana', u'tuju', u'banjir', u'kesan']","[u'senario', u'status', u'laksana', u'tetap', u'bayar', u'sarawak', u'ajar', u'tangan', u'nilai', u'sekolah']","[u'senario', u'tetap', u'laksana', u'status', u'tangan', u'bayar', u'akibat', u'sabah', u'sarawak', u'nilai']","[u'senario', u'laksana', u'status', u'sabah', u'tetap', u'sarawak', u'bayar', u'kembang', u'milik', u'wujud']","[u'senario', u'tetap', u'akibat', u'tangan', u'bayar', u'sarawak', u'tuju', u'status', u'ajar', u'nilai']","[u'senario', u'tetap', u'nilai', u'sabah', u'sarawak', u'bayar', u'laksana', u'akibat', u'status', u'milik']","[u'senario', u'tetap', u'tangan', u'status', u'akibat', u'laksana', u'sabah', u'siasat', u'sarawak', u'bayar']","[u'senario', u'tetap', u'tangan', u'sabah', u'sarawak', u'bayar', u'laksana', u'akibat', u'status', u'kaum']","[u'senario', u'tetap', u'tangan', u'tuju', u'kesan', u'akibat', u'bayar', u'1mdb', u'sarawak', u'kaum']","[u'senario', u'tetap', u'sarawak', u'tangan', u'status', u'sabah', u'bayar', u'ajar', u'laksana', u'libat']","[u'senario', u'tetap', u'akibat', u'bayar', u'sarawak', u'tangan', u'milik', u'ajar', u'status', u'laksana']"
"[u'senario', u'tetap', u'sabah', u'laksana', u'sekolah', u'tangan', u'sarawak', u'jauh', u'kaum', u'status']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'sekolah', u'sarawak', u'status', u'jauh', u'lulus']","[u'senario', u'tetap', u'sabah', u'lulus', u'sekolah', u'laksana', u'tangan', u'status', u'sarawak', u'libat']","[u'senario', u'tetap', u'sekolah', u'sabah', u'laksana', u'tangan', u'sarawak', u'jauh', u'status', u'lulus']","[u'senario', u'sabah', u'laksana', u'status', u'tetap', u'sekolah', u'sarawak', u'libat', u'jauh', u'rancang']","[u'senario', u'laksana', u'sabah', u'tetap', u'status', u'tangan', u'sekolah', u'sarawak', u'jauh', u'libat']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'sekolah', u'lulus', u'sarawak', u'status', u'1mdb']","[u'senario', u'laksana', u'tetap', u'sabah', u'tangan', u'sekolah', u'status', u'jauh', u'sarawak', u'belanja']","[u'senario', u'laksana', u'sekolah', u'sabah', u'status', u'sarawak', u'tetap', u'kaum', u'jauh', u'tangan']","[u'senario', u'tetap', u'sabah', u'laksana', u'tangan', u'lulus', u'status', u'jauh', u'bahas', u'tuju']","[u'senario', u'laksana', u'status', u'sekolah', u'sabah', u'tetap', u'jauh', u'sarawak', u'tangan', u'ajar']","[u'senario', u'sabah', u'laksana', u'tetap', u'tangan', u'jauh', u'status', u'sarawak', u'sekolah', u'kaum']","[u'senario', u'sabah', u'laksana', u'sekolah', u'tetap', u'status', u'jauh', u'sarawak', u'tangan', u'rancang']","[u'senario', u'tetap', u'sabah', u'tangan', u'laksana', u'sekolah', u'sarawak', u'lulus', u'status', u'tuju']","[u'senario', u'sabah', u'laksana', u'tetap', u'sekolah', u'sarawak', u'status', u'nilai', u'jauh', u'tangan']","[u'senario', u'tetap', u'sabah', u'sekolah', u'laksana', u'tangan', u'status', u'lulus', u'bangsa', u'jauh']","[u'senario', u'sabah', u'tetap', u'laksana', u'tangan', u'sekolah', u'sarawak', u'status', u'lulus', u'jauh']","[u'senario', u'tetap', u'sabah', u'tangan', u'laksana', u'sekolah', u'tuju', u'sarawak', u'kesan', u'kaum']","[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'laksana', u'sarawak', u'status', u'jauh', u'ajar']","[u'senario', u'tetap', u'sekolah', u'sabah', u'laksana', u'jauh', u'tangan', u'sarawak', u'lulus', u'status']"
"[u'senario', u'tetap', u'sekolah', u'ajar', u'tangan', u'sarawak', u'sabah', u'tuju', u'kaum', u'bangsa']","[u'senario', u'sekolah', u'tetap', u'ajar', u'tangan', u'sarawak', u'tuju', u'sabah', u'status', u'laksana']","[u'senario', u'tetap', u'sekolah', u'ajar', u'sarawak', u'tangan', u'status', u'tuju', u'siasat', u'sabah']","[u'senario', u'sekolah', u'tetap', u'ajar', u'sarawak', u'tangan', u'tuju', u'sabah', u'status', u'kaum']","[u'senario', u'sekolah', u'sarawak', u'sabah', u'status', u'tetap', u'ajar', u'laksana', u'tuju', u'kenal']","[u'senario', u'sekolah', u'ajar', u'sarawak', u'tangan', u'status', u'tetap', u'sabah', u'tuju', u'gagal']","[u'senario', u'tetap', u'tangan', u'sekolah', u'tuju', u'ajar', u'sarawak', u'sabah', u'siasat', u'kenal']","[u'senario', u'sekolah', u'tetap', u'ajar', u'tangan', u'sarawak', u'sabah', u'tuju', u'status', u'laksana']","[u'senario', u'sekolah', u'sarawak', u'status', u'ajar', u'sabah', u'kaum', u'laksana', u'tetap', u'siasat']","[u'senario', u'tetap', u'tuju', u'tangan', u'sekolah', u'sabah', u'sarawak', u'siasat', u'status', u'laksana']","[u'senario', u'sekolah', u'ajar', u'status', u'sarawak', u'tetap', u'laksana', u'tuju', u'sabah', u'tangan']","[u'senario', u'sekolah', u'sabah', u'tetap', u'sarawak', u'tangan', u'siasat', u'ajar', u'status', u'laksana']","[u'senario', u'sekolah', u'sabah', u'status', u'sarawak', u'ajar', u'tetap', u'laksana', u'tuju', u'siasat']","[u'senario', u'tetap', u'sekolah', u'tangan', u'ajar', u'tuju', u'sarawak', u'sabah', u'kenal', u'status']","[u'senario', u'sekolah', u'sabah', u'sarawak', u'tetap', u'ajar', u'kenal', u'siasat', u'status', u'tuju']","[u'senario', u'sekolah', u'tetap', u'tangan', u'ajar', u'siasat', u'bangsa', u'sabah', u'sarawak', u'status']","[u'senario', u'tetap', u'sekolah', u'sabah', u'sarawak', u'tangan', u'ajar', u'siasat', u'tuju', u'status']","[u'senario', u'tetap', u'tuju', u'sekolah', u'tangan', u'sarawak', u'siasat', u'sabah', u'ajar', u'agama']","[u'senario', u'sekolah', u'tetap', u'sarawak', u'ajar', u'tangan', u'sabah', u'tuju', u'status', u'siasat']","[u'senario', u'sekolah', u'tetap', u'ajar', u'sarawak', u'tangan', u'tuju', u'sabah', u'status', u'kaum']"
"[u'senario', u'tetap', u'khas', u'tangan', u'kesan', u'laksana', u'sekolah', u'kaum', u'jenis', u'sabah']","[u'senario', u'tetap', u'tangan', u'kesan', u'khas', u'laksana', u'sekolah', u'libat', u'tuju', u'sabah']","[u'senario', u'tetap', u'tangan', u'khas', u'laksana', u'sekolah', u'lulus', u'kesan', u'libat', u'siasat']","[u'senario', u'tetap', u'tangan', u'sekolah', u'khas', u'kesan', u'laksana', u'kaum', u'libat', u'ajar']","[u'senario', u'tetap', u'laksana', u'khas', u'libat', u'sekolah', u'sabah', u'jenis', u'bekal', u'tangan']","[u'senario', u'tetap', u'tangan', u'laksana', u'kesan', u'khas', u'sekolah', u'libat', u'1mdb', u'sabah']","[u'senario', u'tetap', u'tangan', u'1mdb', u'khas', u'kesan', u'laksana', u'siasat', u'jenis', u'tuju']","[u'senario', u'tetap', u'tangan', u'laksana', u'kesan', u'jenis', u'sekolah', u'sabah', u'libat', u'bekal']","[u'senario', u'tetap', u'laksana', u'kaum', u'sekolah', u'khas', u'jenis', u'sabah', u'wujud', u'kesan']","[u'senario', u'tetap', u'tangan', u'kesan', u'laksana', u'bekal', u'bahas', u'tuju', u'khas', u'siasat']","[u'senario', u'tetap', u'laksana', u'sekolah', u'tangan', u'status', u'kesan', u'jenis', u'khas', u'ajar']","[u'senario', u'tetap', u'tangan', u'laksana', u'kesan', u'bekal', u'sabah', u'khas', u'jenis', u'siasat']","[u'senario', u'tetap', u'laksana', u'sabah', u'sekolah', u'jenis', u'wujud', u'kesan', u'tangan', u'kembang']","[u'senario', u'tetap', u'tangan', u'tuju', u'khas', u'kesan', u'laksana', u'sabah', u'sekolah', u'kaji']","[u'senario', u'tetap', u'kesan', u'laksana', u'sabah', u'tangan', u'sekolah', u'jelas', u'khas', u'siasat']","[u'senario', u'tetap', u'tangan', u'sekolah', u'laksana', u'siasat', u'kesan', u'sabah', u'khas', u'ajar']","[u'senario', u'tetap', u'tangan', u'sabah', u'laksana', u'siasat', u'sekolah', u'kesan', u'kaum', u'bekal']","[u'senario', u'tetap', u'tangan', u'kesan', u'1mdb', u'khas', u'jelas', u'siasat', u'tuju', u'kaum']","[u'senario', u'tetap', u'tangan', u'sekolah', u'bekal', u'laksana', u'libat', u'khas', u'sabah', u'kesan']","[u'senario', u'tetap', u'tangan', u'kesan', u'sekolah', u'laksana', u'khas', u'libat', u'jenis', u'kaum']"
"[u'senario', u'tetap', u'segera', u'tangan', u'sabah', u'jauh', u'libat', u'bayar', u'ajar', u'hidup']","[u'senario', u'tetap', u'tangan', u'libat', u'sabah', u'hidup', u'jauh', u'laksana', u'sarawak', u'bekal']","[u'senario', u'tetap', u'segera', u'tangan', u'libat', u'lulus', u'sabah', u'tahan', u'ajar', u'banjir']","[u'senario', u'tetap', u'tangan', u'hidup', u'libat', u'jauh', u'segera', u'sabah', u'ajar', u'sekolah']","[u'senario', u'tetap', u'libat', u'sabah', u'laksana', u'bekal', u'jauh', u'bayar', u'rancang', u'sarawak']","[u'senario', u'tetap', u'tangan', u'libat', u'sabah', u'bayar', u'laksana', u'sarawak', u'jauh', u'ajar']","[u'senario', u'tetap', u'segera', u'tangan', u'sabah', u'hidup', u'bekal', u'bayar', u'lulus', u'akibat']","[u'senario', u'tetap', u'segera', u'tangan', u'sabah', u'libat', u'jauh', u'bekal', u'hidup', u'laksana']","[u'senario', u'tetap', u'sabah', u'bayar', u'laksana', u'hidup', u'libat', u'sarawak', u'jauh', u'sekolah']","[u'senario', u'tetap', u'segera', u'tangan', u'bekal', u'simpan', u'bayar', u'bahas', u'sabah', u'jauh']","[u'senario', u'tetap', u'jauh', u'laksana', u'sabah', u'libat', u'bayar', u'tangan', u'ajar', u'status']","[u'senario', u'tetap', u'sabah', u'tangan', u'bekal', u'hidup', u'laksana', u'jauh', u'bayar', u'libat']","[u'senario', u'tetap', u'sabah', u'laksana', u'libat', u'jauh', u'hidup', u'bekal', u'tangan', u'rancang']","[u'senario', u'tetap', u'tangan', u'sabah', u'tuju', u'segera', u'sarawak', u'bayar', u'kenal', u'libat']","[u'senario', u'tetap', u'sabah', u'sarawak', u'kenal', u'tahan', u'tangan', u'laksana', u'segera', u'bayar']","[u'senario', u'tetap', u'segera', u'tangan', u'sabah', u'siasat', u'jauh', u'libat', u'laksana', u'lulus']","[u'senario', u'tetap', u'tangan', u'sabah', u'segera', u'bekal', u'hidup', u'sarawak', u'bayar', u'libat']","[u'senario', u'tetap', u'tangan', u'libat', u'sabah', u'segera', u'jauh', u'hidup', u'bayar', u'tahan']","[u'senario', u'tetap', u'tangan', u'libat', u'bekal', u'sabah', u'ajar', u'jauh', u'segera', u'bayar']","[u'senario', u'tetap', u'segera', u'jauh', u'libat', u'tangan', u'ajar', u'bayar', u'sabah', u'sarawak']"
"[u'senario', u'sekolah', u'tetap', u'khas', u'sabah', u'kaji', u'tangan', u'ajar', u'laksana', u'bangsa']","[u'senario', u'tetap', u'khas', u'sekolah', u'tangan', u'sabah', u'laksana', u'kaji', u'ajar', u'status']","[u'senario', u'tetap', u'sekolah', u'tangan', u'kaji', u'sabah', u'status', u'ajar', u'khas', u'laksana']","[u'senario', u'tetap', u'sekolah', u'tangan', u'ajar', u'sabah', u'kaji', u'laksana', u'khas', u'status']","[u'senario', u'sekolah', u'laksana', u'sabah', u'status', u'ancang', u'tetap', u'khas', u'ajar', u'daftar']","[u'senario', u'sekolah', u'sabah', u'tangan', u'status', u'laksana', u'kaji', u'ajar', u'tetap', u'ancang']","[u'senario', u'tetap', u'tangan', u'sabah', u'khas', u'sekolah', u'kaji', u'1mdb', u'akibat', u'laksana']","[u'senario', u'sekolah', u'tetap', u'sabah', u'tangan', u'laksana', u'status', u'kaji', u'ancang', u'ajar']","[u'senario', u'sekolah', u'laksana', u'sabah', u'status', u'khas', u'ancang', u'ajar', u'bangsa', u'kaum']","[u'senario', u'tetap', u'kaji', u'sabah', u'tangan', u'laksana', u'status', u'sekolah', u'bekal', u'siasat']","[u'senario', u'sekolah', u'status', u'laksana', u'sabah', u'ajar', u'tetap', u'ancang', u'tangan', u'khas']","[u'senario', u'sabah', u'sekolah', u'laksana', u'tetap', u'tangan', u'status', u'khas', u'ajar', u'siasat']","[u'senario', u'sekolah', u'sabah', u'laksana', u'ancang', u'status', u'tetap', u'ajar', u'ubat', u'khas']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'kaji', u'khas', u'ajar', u'laksana', u'status']","[u'senario', u'sabah', u'sekolah', u'tetap', u'laksana', u'status', u'kaji', u'ancang', u'daftar', u'siasat']","[u'senario', u'sekolah', u'tetap', u'sabah', u'tangan', u'kaji', u'bangsa', u'siasat', u'laksana', u'ajar']","[u'senario', u'sabah', u'tetap', u'tangan', u'sekolah', u'siasat', u'laksana', u'ajar', u'status', u'kaji']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'khas', u'kaji', u'siasat', u'1mdb', u'ajar']","[u'senario', u'sekolah', u'tetap', u'tangan', u'ajar', u'sabah', u'kaji', u'status', u'ancang', u'laksana']","[u'senario', u'sekolah', u'tetap', u'kaji', u'ajar', u'tangan', u'sabah', u'ancang', u'laksana', u'khas']"
